,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54
1101,302,,0.001198322,0.002392346,0,0.003577821,0.003565066,0.003552402,0,0.003539827,-0.001178551,0,-0.002361276,0.001181335,-0.001181335,0.002361276,-0.001179941,0,0,0.002358492,0.003527341,0,0,0,-0.001174398,-0.002352942,0,0,0,0.001177163,0.002350177,0,-0.001174398,0.001174398,0,0,-0.001174398,0,-0.001175779,-0.003535655,0,0.001179941,-0.001179941,-0.00592068,0.001186944,0.002369669,0.001182732,-0.001182732,-0.001184133,0.001184133,0.001182732,0,-0.001182732,0,0
1102,,,0.003450262,0,-0.011547472,0.00809721,0,0.006888661,-0.004587164,0.006872879,0,0,-0.002285715,0,0.001143511,0,-0.001143511,0.004566218,-0.002280503,0.001140901,0.002277905,0.003407158,-0.00113443,0.00113443,0,0.001133145,0.004519782,-0.002257337,0,0.001129306,0.002254792,-0.003384098,0,0,0,-0.003395589,-0.002270149,0,-0.004555817,0.002280503,0,-0.001139601,0,-0.004571437,0.00114482,-0.00114482,0,-0.001146132,0.001146132,0.003430535,-0.001142205,0.003422707,-0.001139601,0,0.001139601
1103,,,0.002587324,0,0.002580647,0.0102565,0.00508907,0.002534856,0.005050516,0,-0.005050516,0,-0.002534856,0.002534856,0.002528446,0,0.002522069,-0.002522069,0,0.002522069,0.002515725,0.002509412,0.00250313,-0.00250313,0.00250313,0,-0.00250313,0,0,0.00250313,0,0,0,-0.00250313,0,0,0,0,-0.005025136,0,0,-0.002522069,-0.007604599,0.002541297,-0.002541297,0.002541297,-0.002541297,0,0,0,0.010126669,,,,
1201,,,0.002366865,0.007067167,-0.007067167,0.002361276,0.007050558,-0.002344667,0,0,0,0.002344667,-0.002344667,-0.002350177,0,0.007034027,0,0,0.002333723,0,0.004651171,0,0,0.002317498,-0.002317498,0,-0.002322881,0,-0.00232829,0,0.004651171,-0.002322881,0.006952519,0.002306806,-0.004618946,-0.00464038,0.002322881,0.002317498,0,0,-0.002317498,0,-0.002322881,0.002322881,-0.002322881,-0.00232829,0,0.006968669,-0.002317498,-0.002322881,-0.00232829,0,0,0.00232829,
1210,,,-0.003771218,0.003771218,0.001253919,-0.003766483,0.002512564,0.002506267,0,0.003747662,-0.00249688,0.00249688,0,-0.003747662,0.001250782,0.001249219,0,0.002493767,0.001244555,0,0.001243008,0,0.001241465,0,-0.002484473,0,-0.001244555,0,0,0.002487563,0.001241465,0,-0.001241465,-0.001243008,0,-0.002490661,0.001246106,0,0,-0.001246106,0,0.001246106,0,-0.002493767,0,0.001247661,0,0,0,0,-0.001247661,0.001247661,-0.001247661,-0.001249219,
1215,,,-0.00162206,-0.001624696,0.001624696,0,0,0.00162206,0,0,-0.00162206,0,0,0.00162206,-0.00162206,0.00162206,0.001619434,0.003231021,-0.001614205,0.001614205,-0.001614205,0.001614205,0.004827041,0.00160385,-0.00160385,-0.001606426,0.001606426,-0.006441246,0.001614205,-0.003231021,0.004842624,0.001609011,-0.006451635,0.003231021,0.001611604,0,-0.001611604,-0.003231021,0.003231021,-0.003231021,0,0.001616815,0,0,0,0,0.001614205,-0.001614205,-0.001616815,0,0,-0.001619434,0,0,
1216,,,0.001397624,0,0,-0.002797205,0,0.002797205,-0.001397624,0.001397624,-0.001397624,0,-0.002801122,0,-0.001403509,0.002805051,0,0,-0.001401542,0.004198747,0.002789402,0,-0.001393728,0.001393728,-0.001393728,-0.001395674,-0.001397624,0,0,0.004187026,0,0,-0.001393728,-0.001395674,-0.001397624,0.001397624,-0.001397624,0.001397624,-0.001397624,0.001397624,0,0,0,0,-0.001397624,0.001397624,0,0.001395674,-0.001395674,0,-0.001397624,0.001397624,0,-0.002797205,-0.002805051
1217,,,-0.004112412,0.002743486,-0.004118057,0,-0.001376463,0.004123717,0,-0.002747254,0.001374571,-0.001374571,0.001374571,0,-0.001374571,0,0,0.001374571,0.002743486,-0.001370802,0.001370802,0.005464494,0.001361471,0.004073325,-0.001355932,-0.002717393,-0.002724797,0.001363327,0.006788892,0.001352265,0.002699057,-0.002699057,0.001350439,-0.001350439,-0.001352265,-0.002710029,0,-0.002717393,0.00135962,0.004067802,-0.006788892,0.001361471,0,0,0.00135962,0.001357773,-0.004078864,0,0.00272109,-0.004084417,0.001363327,0.001361471,-0.001361471,,
1218,,,0,0.012448294,0.020408872,-0.010152371,-0.004089985,0.004089985,0,0,0.006103783,0,0,0,-0.002030458,-0.002034589,0.004065046,0.002026343,0.006054509,-0.006054509,0.00806456,-0.002010051,-0.002014099,0.00402415,-0.002010051,0.002010051,0,0,0.006006024,0.003984069,0.013820556,0.003913899,-0.005876608,-0.013847897,-0.001994019,0,-0.001998003,0.001998003,-0.001998003,0.009950331,-0.003968259,0.001986098,0,-0.005970167,0,0,-0.001998003,0,-0.002002003,-0.002006019,0,0.002006019,0.002002003,0,-0.006018072
1227,,,0,0,-0.00291971,-0.001463058,-0.001465202,0.00438918,-0.00438918,0,0.001465202,0.001463058,-0.001463058,0.001463058,0,0,0.001460921,0,0.002915454,-0.001456664,0.001456664,0,0.001454546,0.001452433,-0.001452433,0.001452433,0.002898553,0,0.001446132,-0.001446132,0,0.001446132,0,0,-0.001446132,0,-0.004350986,-0.001454546,-0.001456664,0,0.001456664,-0.001456664,0,-0.001458789,-0.002923979,0,0,0.001463058,-0.001463058,0,0,0,-0.002932553,0,0
1229,,,0.006680052,0.003986716,-0.00132714,-0.001328904,0,0.001328904,0.003976148,0,0,0,-0.001323627,-0.003981425,0.001328904,0.00132714,0,0.001325381,0.001323627,0,0.002642009,0.002635048,0,0,-0.001316656,0,-0.001318392,0,0,0.001318392,0.001316656,0,-0.002635048,0.001318392,-0.001318392,0,-0.001320132,0,-0.002645504,0,0.001323627,0,0,-0.001323627,-0.003981425,0,0,0.001328904,-0.001328904,-0.001330672,0,0.001330672,0,-0.002663117,0
1301,,,-0.001114206,-0.001115449,-0.00447428,0,0.00447428,0.003342621,0,0,-0.001112966,0.001112966,0,-0.003342621,0.001115449,0.003338901,0,0,0.001110494,0.001109262,0.001108033,0,0,0,0,0,0,0,0,0,0.00221239,-0.001105583,0,0,-0.001106807,0,0,0,0.001106807,0,0,0,0,-0.001106807,-0.001108033,0,0,0.001108033,-0.001108033,-0.001109262,0,-0.001110494,0,0,0
1303,,,0.001486989,-0.001486989,0,0.00445435,0,0,-0.00148258,0.00148258,0,-0.00148258,-0.00297177,0,0,0.001486989,0,-0.001486989,0.001486989,0,0.002967361,-0.00148258,0.00148258,0,-0.00148258,0.00148258,-0.00148258,0.00148258,0,-0.00148258,0.00148258,0,-0.00148258,0.00148258,0,0,0,0,0,0,0.001480385,0,-0.001480385,0.001480385,0,0,0,0,0,0,-0.001480385,0,-0.002967361,0.001484781,0.004441162
1304,,,0,0,0,0,0,0,0,0.004228336,-0.004228336,0,0,0,0.004228336,0,0,0,0.004210533,0,0.004192878,0,-0.004192878,0,0,0,0,0,0.004192878,0.004175371,-0.004175371,0,0,-0.004192878,0,0,0,0,0.004192878,-0.004192878,0,0,-0.004210533,0.004210533,-0.004210533,0,0,0,0.004210533,-0.004210533,0,0.004210533,0,,
1305,,,0.005235614,0.002607563,-0.002607563,0.002607563,0.005194817,0.002587324,0,0.002580647,-0.002580647,0,0,0.002580647,0,0,0.0051414,0.002560821,0,0,0.00255428,0,0.002547772,0,-0.002547772,0.002547772,0.002541297,0,0,0.002534856,0,-0.002534856,0,0,0,0,0,0,0,-0.002541297,0.002541297,-0.002541297,0,0,0,-0.002547772,0.002547772,0,-0.002547772,0,-0.005115101,-0.002567396,0,,
