0.001198322,0.002392346,0,0.003577821,0.003565066,0.003552402,0,0.003539827,-0.001178551,0,-0.002361276,0.001181335,-0.001181335,0.002361276,-0.001179941,0,0,0.002358492,0.003527341,0,0,0,-0.001174398,-0.002352942,0,0,0,0.001177163,0.002350177,0,-0.001174398,0.001174398,0,0,-0.001174398,0,-0.001175779,-0.003535655,0,0.001179941,-0.001179941,-0.00592068,0.001186944,0.002369669,0.001182732,-0.001182732,-0.001184133,0.001184133,0.001182732,0,-0.001182732,0,0,
0.003450262,0,-0.011547472,0.00809721,0,0.006888661,-0.004587164,0.006872879,0,0,-0.002285715,0,0.001143511,0,-0.001143511,0.004566218,-0.002280503,0.001140901,0.002277905,0.003407158,-0.00113443,0.00113443,0,0.001133145,0.004519782,-0.002257337,0,0.001129306,0.002254792,-0.003384098,0,0,0,-0.003395589,-0.002270149,0,-0.004555817,0.002280503,0,-0.001139601,0,-0.004571437,0.00114482,-0.00114482,0,-0.001146132,0.001146132,0.003430535,-0.001142205,0.003422707,-0.001139601,0,0.001139601,
0.002587324,0,0.002580647,0.0102565,0.00508907,0.002534856,0.005050516,0,-0.005050516,0,-0.002534856,0.002534856,0.002528446,0,0.002522069,-0.002522069,0,0.002522069,0.002515725,0.002509412,0.00250313,-0.00250313,0.00250313,0,-0.00250313,0,0,0.00250313,0,0,0,-0.00250313,0,0,0,0,-0.005025136,0,0,-0.002522069,-0.007604599,0.002541297,-0.002541297,0.002541297,-0.002541297,0,0,0,0.010126669,
0,0,0,0,0.002853069,-0.002853069,0.002853069,0.002844952,-0.002844952,-0.002853069,0.002853069,0,0,0.002844952,0.002836881,-0.005681833,0.002844952,-0.002844952,0,0,0.002844952,0.002836881,-0.002836881,0,-0.002844952,0,0.002844952,0,0,-0.002844952,0,0.002844952,0,-0.005698021,0,0,0,0,0,0.002853069,0,-0.002853069,0.002853069,0,0,0,-0.002853069,
0,-0.001332445,0,0.005319161,-0.005319161,0.009290047,0.001320132,0.002635048,0.009168368,0.015524245,-0.006439172,-0.015625318,0,-0.001313198,0,0,0.007853444,-0.006540246,0,
-0.011904903,0.002989539,-0.008995563,0.003007521,0.00896867,0,0,0,0,0,0.00297177,0.002962965,0.002954212,0,0.00588237,0.00584797,0.00291121,-0.00291121,0,0.00291121,0,0,0.005797118,0,-0.002894358,-0.00290276,0,0,0,0,0,0.005797118,-0.002894358,-0.00290276,0,0.00290276,0,0,0.002894358,
0.006153866,0,0,-0.003072199,0.003072199,0,0,0.006116227,-0.006116227,0,-0.006153866,0,
0.002366865,0.007067167,-0.007067167,0.002361276,0.007050558,-0.002344667,0,0,0,0.002344667,-0.002344667,-0.002350177,0,0.007034027,0,0,0.002333723,0,0.004651171,0,0,0.002317498,-0.002317498,0,-0.002322881,0,-0.00232829,0,0.004651171,-0.002322881,0.006952519,0.002306806,-0.004618946,-0.00464038,0.002322881,0.002317498,0,0,-0.002317498,0,-0.002322881,0.002322881,-0.002322881,-0.00232829,0,0.006968669,-0.002317498,-0.002322881,-0.00232829,0,0,0.00232829,
-0.005655057,0.003773589,0.001881468,-0.001881468,0,0.001881468,0,-0.003766483,-0.005676458,0.003787883,0.005655057,0,0,0.001877935,0,-0.001877935,-0.001881468,0.003759403,0.001874415,0,
-0.003771218,0.003771218,0.001253919,-0.003766483,0.002512564,0.002506267,0,0.003747662,-0.00249688,0.00249688,0,-0.003747662,0.001250782,0.001249219,0,0.002493767,0.001244555,0,0.001243008,0,0.001241465,0,-0.002484473,0,-0.001244555,0,0,0.002487563,0.001241465,0,-0.001241465,-0.001243008,0,-0.002490661,0.001246106,0,0,-0.001246106,0,0.001246106,0,-0.002493767,0,0.001247661,0,0,0,0,-0.001247661,0.001247661,-0.001247661,-0.001249219,
